Prompt,Story
"A Galactic Service agent, Max, is in Marsport without his wife, Hilda, for the first time in a long time. He plans to visit a beautiful","A Galactic Service agent, Max, is in Marsport without his wife, Hilda, for the first time in a long time. He plans to visit a beautiful and accommodating woman of his acquaintance named Flora, but his plans are disrupted when he receives an unexpected assignment. His supervisor informs him that a new source of altered Spaceoline has appeared. While regular Spaceoline is a common anti-nausea treatment, a chemical modification can turn it into a dangerous narcotic. The Service suspects that one man in a group of three VIPs is smuggling the drug. All three men appear to be in the inebriated, free-association state which regular Spaceoline produces, but since the actual criminal cannot afford to impair his own judgment, he must be faking. The easiest method of determining the criminal among them would be a simple search. However, Max's supervisor firmly rejects this: only one of three men is guilty, and the consequences of performing such a rough operation on two innocent men of very high social standing would be extremely unfortunate. Max is forced to improvise. Max converses with the three men, trying to find the faker, but the criminal is clever enough to avoid detection. All three men take turns free-associating among themselves, and all three keep making statements which might be subtle clues or taunts, but could equally well be innocent. Growing ever more desperate as his time runs out, Max starts describing his planned evening with Flora in graphic detail. The two honest men are too inebriated to be affected, but the faker starts sweating and his breath becomes heavier, and that gives him away. Max manages to convince his overjoyed supervisor to give him a substantial monetary bonus in return for his service, which he uses to smooth over the problems between himself and Flora that arose when he had to postpone their date. However, just as he is about to meet Flora, his wife arrives in Marsport."
"Narrated to his dedicated servant Whateley, Cthulhu tells the story of his birth on the planet Khhaa'yngnaiih","Narrated to his dedicated servant Whateley, Cthulhu tells the story of his birth on the planet Khhaa'yngnaiih (""No, of course I don't know how to spell it. Write it as it sounds."") to a father who was eaten by his mother and a mother who was subsequently eaten by Cthulhu himself. For a few thousand years, young Cthulhu, ""the colour of a young trout and about four of your feet long"", slunk through the swamps of his home planet, eating and avoiding being eaten. Not long thereafter, Cthulhu's uncle, Hastur, suggests that they and ""the boys"" (fellow nameless, nightmarish horrors from the Cthulhu Mythos) go out, explore the cosmos, and have some fun. After a long argument, a plane of existence is decided upon.  After a short stint in Carcosa, Cthulhu is directed by The King in Yellow towards Earth in his search for a patch of the cosmos to rule over. Finding Earth to be rich in both swamps and cultists, Cthulhu makes himself comfortable - until the arrival of the Old Ones (""Banal little bureaucruds"") enforcing some kind of cosmic law, which requires Cthulhu and his followers to leave the seas and move onto land. There, the cult of Cthulhu built monuments to their be-tentacled god, threw a planet-wide barbecue that decimated the dinosaurs, and, in spite, forced the Old Ones further and further towards the Antarctic. Hating the cold, the Old Ones retaliated by bringing Earth closer to the Sun, once again submerging Cthulhu and his monolithic city of R'lyeh beneath the sea. This brings Cthulhu to the present day, explaining to Whateley that while he is technically ""dead and dreaming"" beneath the waves, watching humanity in its endless chaos, he is waiting. Waiting for the day when the stars align and he is awakened to rule over Earth once more, and once it is destroyed, he will return to his home planet. There he will mate and he will die as his own parents died, bringing forth new unspeakable horrors into the cosmos."
"An unnamed highly trained killer has drifted from planet to planet, following the collapse of an empire. He eventually ","An unnamed highly trained killer has drifted from planet to planet, following the collapse of an empire. He eventually settles on a primitive and violent planet, and spends many years recruiting followers and apprentices to establish a Guild of Assassins, known as the Hoorka. Adopting the title of Thane, he sets up a rigid code that the Guild must follow. The Hoorka will accept paid contracts to kill, but the proposed subject is offered the chance to match the fee paid by the contractor and thus void the contract. The Hoorka accept a contract by political figure, Li-Galant Vingi, to kill Gunnar, a rival political leader. The assassination team, led by Aldhelm, the 'Number Two' in the Hoorka hierarchy and possible successor to the Thane, fails. Gunnar has survived the chase until the dawn; the Code requires that he be given back his life if he has survived thus far. Vingi is furious and demands that he and the Thane meet with Madame d'Embry, of the Alliance diplomatic resources team, who are trying to establish a new political unity. Vingi believes that the Hoorka have allied with Gunnar's party and d'Embry is unsure of the Hoorka's neutrality. The Thane hopes that she will allow the Hoorka to accept off-world contracts.The Thane confronts Aldhelm, his protégé, over the future of the Hoorka; is Aldhelm the best choice for a successor?"
"The story, written in first-person narrative, depicts the life and death of a prospector on the planet Venus","The story, written in first-person narrative, depicts the life and death of a prospector on the planet Venus who, while working for a mining company, becomes trapped in an invisible maze. The story takes place in the future, when humanity has developed space travel and begun to explore Venus. There, they discover valuable crystal orbs that can be used as a source of electrical power, as well as a race of primitive ""man-lizards"" who guard the crystals fervently and who attack any humans who try to take them. The narrator, Kenton J. Stanfield, is one of many explorers employed to collect the crystals. He is equipped with a breathing apparatus fueled by oxygen cubes (as Venus' atmosphere cannot sustain human life) and has a leather protective suit, as well as a ""flame pistol"" to use against man-lizards. While on a routine mission, the narrator encounters a bizarre structure: a maze whose walls are completely invisible, inside of which is a crystal of unusually large size. The prize is held by a dead prospector. The protagonist, feeling confident he can map out the maze, makes his way to the center after collecting the crystal in order to explore the structure. However, he soon discovers that he has misjudged the maze, and is unable to relocate the entrance point. Trapped in the maze, the narrator's oxygen and water supply steadily begins to run out, and man-lizards soon begin to gather at the outside of the maze to observe and mock him. Realizing the futility of his situation, the narrator begins to grasp the religious significance of the crystals to the man-lizards, and also realizes that the maze's nature as a constructed structure, and as a trap, indicates that the man-lizards are actually more intelligent than the humans are willing to admit. In time he realizes that he will face the same fate as the preceding prospector. Dying, the narrator writes down his observations on a futuristic form of recording paper. He describes how in his last moments he has developed a feeling of kinship with the man-lizards, and pleads with his superiors to leave Venus, the man-lizards, and the crystals alone, as they hold mysteries humanity cannot begin to grasp, and mankind does not really need to exploit them. The narrator's testimony, along with his body, are soon recovered by a search party, who discover an additional exit just behind the ground where Stanfield died, which the prospector missed when attempting to map out the maze. However, his dying pleas for humanity to leave Venus alone are dismissed by his employers as unfortunate dementia caused by his desperate situation, and instead the crystal mining company decides to use draconian measures to annihilate the man-lizards completely."
"Living apart from the outside world, Edwin shares residence with his mother in a vast secluded mansion. She raises ","Living apart from the outside world, Edwin shares residence with his mother in a vast secluded mansion. She raises him to be god, telling him that his father, the original god, was killed by beasts from outside the estate, and that if he ever extricates himself he too will die. The beautiful estate they share is described as a complete fantasy world created by Mother and embellished by Edwin. It was all he ever knew and thus he lacked any reason to question his mother's version. Over the course of the story, Edwin explores his universe and the various secrets and mysteries it holds. Among them is a woman other than Mother who serves as his ""teacher"", who is actually his mother in disguise. No matter which rooms of his Universe he visits, Edwin uses their windows as portals to glimpse the world beyond. He is unsuccessful in this task until he discovers the door open to a forbidden room. Upon entry, he climbs the spiral staircase to the tower, and looks out the windows. In an experience reminiscent of the Biblical Saul, Edwin finally views the world beyond the Universe. He even fears blindness because of what he sees. In the end, soon after a joyful birthday party, Edwin discovers his collapsed mother motionless on the parlor floor. Unable to awaken her, Edwin finally leaves the only home he has ever known, symbolically ""dying"" and joyfully entering the outside world."
"The story deals with the concepts of mindshare and evolutionary software. Jipi, a former Pacific-rim airline","The story deals with the concepts of mindshare and evolutionary software. Jipi, a former Pacific-rim airline flight attendant, is staying with her friend in a high-rise luxury apartment building inside Manila's walled district of Intramuros. The fiftieth floor of a neighboring high-rise houses the Asian-Pacific headquarters of Mindshare Management, under regional supervisor Mr. Cardoza. Goto Engineering is conducting a citywide sewer replacement project which produces unpleasant gases that have hurt the city's hospitality industry. Jipi, looking for work, is given employment by Mr. Cardoza at the Manila Hotel in order to monitor guests in the lobby for signs of having noticed the unpleasant sewer gases and having the guests distracted by Cardoza's actors before they become aware of the construction across the street and lower the hotel's reputation by word of stay experiences. Mr. Cardoza explains a new job to Jipi. A California software firm, under contract with requests from law enforcement, have produced evolving software inclined to detect paranoid schizophrenics during conversations over the Internet. Eventually, several million descendent generations of software are evolved that mimics the persona of a paranoid human, thus making them ideal against a hacker trying to shut them down. Shenzhen begins to make pirated wholesale copies of the chip, which are sold to a tariff-free zone city in North Africa, leading to the manufacture of an evolved theft-deterrent - an alarm-activated car bomb. Not knowing a proper amount of explosives to use with the car alarms, one manufacturer's particular shipment of Czech Semtex is equally divided into 48 customer deliveries, each with enough charge to level part of a city block. After one levels a mall in California, Mr. Cardoza, in Manila, is hired to track down the remaining 47 vehicles using each vehicle's wireless internet modems. Recognizing Jipi's charm, he recruits her to type messages in internet conversation to the next of the remaining schizoid-induced personality car alarms via satellite connection to track down clues to its location until local police can shut it down."
The narrative is told in the first person as an interior monologue of the narrator. Physicist Wade Ormont,"The narrative is told in the first person as an interior monologue of the narrator. Physicist Wade Ormont has serendipitously stumbled on a hitherto unsuspected variety of nuclear fission involving iron that could ""blow the entire crust [of the world] off with one big poof,"" a discovery he agonizes on whether to report. There is no danger of any other researcher beating him to the punch, as the find was accidental, based on a quirk of physics to which no current theory points, and is unlikely to be arrived at independently by someone else. Breaking the news would certainly make his reputation, even if, as he is sure would be the case, the government would attempt to suppress it. There is powerful reason for him to maintain his silence. His discovery would make production of a weapon based on its principles so easy as to render universal holocaust inevitable, as at some point some petty country would be bound to engage in nuclear blackmail and destroy the world. In effect, Ormont holds the fate of mankind in his hands. Ruminating over his choice, Ormont reflects on his past life. A weakling and loner, he had grown up bullied and abused by his peers despite, or perhaps because of, his brilliance. As a result, he became a friendless loner and outcast, so deficient in social skills even his wife eventually left him. He now cares so little for his fellow human beings that their future and his own short-term self-interest seem evenly balanced in his mind. After all, he would most likely be dead of natural causes before some lunatic blew up the Earth. It is actions of a group of young neighborhood delinquents that tips the balance. After they maliciously vandalize his house, Ormont comes to the realization that he truly hates the human race, and these examples of it in particular, and can only be happy if they are made to pay. Publication would thus be an act of ultimate vengeance for all he has suffered, and on all who have made him suffer. He decides to write his report."
"Jan Prentiss, a fantasy writer is busy at work, when a foot-long talking insect materialises before him. He declares","Jan Prentiss, a fantasy writer is busy at work, when a foot-long talking insect materialises before him. He declares that he is an elf, and is in fact a mutant—a ""super-elf""—with new powers that he is still experimenting with. Most of his kind are telepathic. During the last ice age, they used human brains as ""psychic amplifiers"" to augment their own abilities. However, since the Industrial Revolution, the elves and other related beings have avoided mankind, since they are unable to manipulate electricity, and have retreated to Avalon; an island in the Atlantic Ocean cloaked in a psychic shield. Prentiss' elf, however, can manipulate electricity and possibly fission uranium. It needs to use Prentiss' brain, as a psychic amplifier, though, since Prentiss, being a fantasy writer, is one of the few humans with a mind sympathetic enough for the elf to control. When Prentiss balks at being taken to Avalon as an 'advisor', the elf threatens Prentiss' wife and ten-year-old son with physical harm. Prentiss' son comes home from school, and the elf tries to take control of his mind, too; but the boy, being a modern 1950s child, doesn't believe in ""kid stuff"" like fairies. The elf is unable to control both minds, and the boy crushes the elf with his schoolbooks."
The story opens with a short explanation of Earth's ancient history. The Earth was once populated by a great empire,"The story opens with a short explanation of Earth's ancient history. The Earth was once populated by a great empire that was at war with an alien race of pure energy. The enemy attacked with weapons that took over metal machinery and turned it against its builders. Earth finally gains the upper hand with a new weapon, but it runs out of control and the planet is destroyed. Only a single example of the enemy weapons survives, falling into slumber in a shelter as no Earth machines remain to possess. After countless years, humanity arises. An eight-man construction crew is building an airstrip and related facilities on a small Pacific island during the course of World War II. As part of their construction equipment, they have a Caterpillar D7 bulldozer. It has been nicknamed ""Daisy Etta"" by one of the workers, a mispronunciation of De-Siete, D7 in Spanish. To build the airstrip, they plan on filling a swamp with stone from an outcrop at the top of a nearby hill. Daisy Etta is sent to break up the stone, which the foreman realizes is unlike anything he has seen before. As they dig, they break open the ancient shelter, releasing the enemy weapon which possesses the bulldozer. It goes on a rampage, hunting down the crew and killing them. Ultimately, only three of the original crew remain and one of them goes insane. The two remaining men review what they have seen and realize that there was a brief lull in the action after the bulldozer was hit by an arc welder. They lure the dozer into water that is connected to the welder power supply, electrocuting the being. While trying to write a report on what happened, the two sane workers are despairing of anyone believing them. Then, a Japanese air raid bombs the whole area below them, including the places that the bulldozer damaged and the graves of their fellow workers. One worker tears up the report he was writing and throws it in the air, thrilled that an explanation is now available — enemy action in wartime."
"Katherine stands aboard a ferry, cradling her mother's urn, lost in memories. She recalls a childhood moment with her mother","Katherine stands aboard a ferry, cradling her mother's urn, lost in memories. She recalls a childhood moment with her mother and a stranger's encounter with a little girl named Melissa. As they watch for whales, Katherine reflects on her strained relationship with her mother, especially their last conversation about Katherine's future. Suddenly, a mysterious event occurs: a strange craft emerges from the ocean, followed by a blinding light that transports Katherine into a surreal white void. In this void, Katherine confronts memories of her mother's death and her own guilt. She questions the purpose of her experience when a humanoid figure appears, offering comfort and wisdom. The being reveals a connection between them and explains their role in guiding and protecting humans. As Katherine accepts this revelation, she merges with the being, experiencing a sense of unity and peace. Returning to reality, Katherine releases her mother's ashes into the ocean, finding closure and acceptance. The other passengers, including Melissa and her mother, lie unconscious, affected by the strange event. Katherine stands at the railing, embracing the beauty of the sunset and the ocean's vastness, feeling a sense of connection and release. In this poignant journey, Katherine grapples with grief, guilt, and existential questions, ultimately finding solace and understanding in a transcendent experience. The encounter with the mysterious being offers her a new perspective on life and death, guiding her towards acceptance and reconciliation with her past."
"Thornton Gombar spends his day clearing weeds from his neglected yard, determined to start a garden. As he struggles","Thornton Gombar spends his day clearing weeds from his neglected yard, determined to start a garden. As he struggles with the last weed, an android named B-7269 interrupts him, offering assistance. Despite the android's persistence, Thornton insists on doing the work himself due to his past experience and disdain for virtual reality programming. As Thornton plants a rose, B-7269 observes his actions and attempts to improve his mood by suggesting VR programming and offering serotonin injections. Thornton remains adamant about his preference for physical labor. After finishing his planting, Thornton admires his work but feels a pang of disappointment that the garden wasn't created by his own efforts. The next day, Thornton is surprised to find his yard transformed into a beautiful garden by B-7269 and other androids. While initially impressed, Thornton feels a sense of loss that he didn't create the garden himself, despite the androids' efforts to improve his mood. He longs for the satisfaction of physical labor and wishes the garden could have been his own creation."
"James, the head of James Adelade Space Innovations (J.A.S.I), faces a harrowing decision after learning of an impending","James, the head of James Adelade Space Innovations (J.A.S.I), faces a harrowing decision after learning of an impending asteroid threat to the exoplanet Gupta-2125, which his company has spent 150 years terraforming. The project has been a monumental achievement, involving the expertise of various scientific disciplines and culminating in the construction of a Station to oversee the planet's development. When an outsider reveals a flaw in their interception alert system, James realizes that the asteroid poses a grave danger to both the Station and the entire project. He confronts the agonizing choice of sacrificing the Station to save the planet or allowing the asteroid to destroy the burgeoning ecosystem. Amid heated debates with his father and an engineer, James ultimately decides to prioritize the planet's survival over the lives of those aboard the Station. This decision strains his relationship with his father, who leaves in disappointment. James grapples with the moral implications of his choice, knowing that it will result in the deaths of hundreds. Despite his anguish, he resolves to proceed with the plan to shoot down the asteroid, ensuring the planet's survival at the cost of sacrificing the Station and its occupants. As James watches the devastating outcome unfold, he reflects on the consequences of his decision and the profound loss it entails. Alone on the rooftop, he contemplates the ramifications of his actions and the weight of the hope he has extinguished. Ultimately, James resigns himself to the aftermath and the waiting game for nature to reclaim what has been lost. He acknowledges the difficulty of his choice and the inevitability of facing the repercussions for his actions, symbolized by the shooting star streaking across the sky."
